Ticket_ID,Order_ID,Customer_ID,Reported_Time,Issue_Type,Channel,Region,Customer_Segment,Priority,Agent_ID,Team,Backlog_At_Report,First_Response_Time,Resolution_Time,Response_Minutes,Resolution_Minutes,Handle_Minutes,Escalation_Flag,First_Contact_Resolution_Flag,Outcome,Repeat_Contact_Flag,Sentiment_Score,Customer_Effort_Score,CSAT_Score
TCK-89FU8NTL,ORD-BHEKWU8YN8,C-WT5YMVK,2025-12-14 16:53:00,Account access,WhatsApp,DE-South,B2C,Low,AG-122,Service-L1,20,2025-12-14 17:03:00,2025-12-14 18:59:00,10,126,82,0,0,Partially resolved,0,0.238,3,3
TCK-C4YP988C,ORD-Z0VA7PV3JB,C-7JBE90H,2025-12-14 22:09:00,Missing item,WhatsApp,DE-North,B2C,Medium,AG-144,Service-L1,29,2025-12-14 23:01:00,2025-12-15 01:27:00,52,198,94,0,1,Resolved,0,-0.199,3,3
TCK-JIYM768J,ORD-SDMCS81NJ7,C-B44C8XO,2025-12-15 08:11:00,Late status update,Email,CH,SMB,Medium,AG-102,Returns,17,2025-12-15 08:26:00,2025-12-15 10:44:00,15,153,62,0,1,Resolved,0,-0.446,3,3
TCK-CSTG7NFG,ORD-07FB2I9RWM,C-2QL6D0C,2025-12-15 08:54:00,Billing dispute,Email,DE-North,B2C,High,AG-123,Billing,23,2025-12-15 09:10:00,2025-12-15 11:08:00,16,134,86,0,1,Resolved,0,-0.191,3,3
TCK-GRAB8HPE,ORD-7S4JQIVZUV,C-L8AFY94,2025-12-15 09:51:00,Address change,Email,DE-West,SMB,High,AG-101,Service-L1,20,2025-12-15 09:57:00,2025-12-15 10:55:00,6,64,17,0,1,Resolved,0,-0.339,3,3
TCK-USPBK524,ORD-JHBTNQRVN2,C-H7UBLTO,2025-12-15 13:17:00,Product info,Email,DE-North,B2C,Low,AG-110,Billing,18,2025-12-15 13:36:00,2025-12-15 14:37:00,19,80,32,0,0,Resolved,0,0.305,3,4
TCK-9EJ2M7AI,ORD-L4DY593BRH,C-EI0UEKC,2025-12-15 17:28:00,Wrong item,Web form,DE-North,Enterprise,High,AG-101,Service-L1,27,2025-12-15 18:12:00,2025-12-15 20:21:00,44,173,95,0,1,Resolved,0,-0.196,3,3
TCK-AJA0TGR7,ORD-D3PR4OSY9M,C-3ZWOMBE,2025-12-15 18:23:00,Billing dispute,WhatsApp,DE-North,B2C,Medium,AG-149,Service-L2,20,2025-12-15 19:24:00,2025-12-15 20:37:00,61,134,46,0,1,Resolved,0,0.158,3,4
TCK-J17HO1U7,ORD-PQGJ5J62UK,C-AE388K7,2025-12-15 23:01:00,Account access,Email,CH,SMB,Medium,AG-142,Returns,27,2025-12-15 23:18:00,2025-12-16 01:52:00,17,171,87,0,1,Resolved,0,-0.075,3,3
TCK-7KKCN2T6,ORD-WXP4QFI2CG,C-WYQXPVB,2025-12-16 01:24:00,Late status update,Phone,DE-North,B2C,Medium,AG-116,Service-L2,29,2025-12-16 01:39:00,2025-12-16 02:17:00,15,53,29,0,0,Resolved,0,0.261,3,4
TCK-RA8KT8HC,ORD-HF4SBJSGL6,C-QIVESXD,2025-12-16 01:38:00,Return request,Email,AT,B2C,Low,AG-109,Service-L2,30,2025-12-16 02:26:00,2025-12-16 04:16:00,48,158,67,0,1,Resolved,0,0.505,3,4
TCK-AZWAPACY,ORD-1LFJIUJ6AI,C-WQCNK2I,2025-12-16 13:50:00,Wrong item,Web form,DE-West,B2C,High,AG-104,Service-L1,28,2025-12-16 14:16:00,2025-12-16 16:56:00,26,186,105,1,1,Resolved,0,-0.058,4,3
TCK-Z3JT8WTI,ORD-CMOHLEZYII,C-SQ7MK5F,2025-12-16 14:30:00,Missing item,Email,DE-East,B2C,Low,AG-111,TechSupport,24,2025-12-16 14:59:00,2025-12-16 17:24:00,29,174,128,0,1,Resolved,0,0.147,3,4
TCK-UNAYXTTY,ORD-95ZOLP9NNO,C-F9AV7JV,2025-12-16 16:35:00,Address change,Email,DE-East,B2C,Medium,AG-124,Service-L1,22,2025-12-16 18:09:00,2025-12-16 19:38:00,94,183,49,0,1,Resolved,0,-0.129,4,3
TCK-9BN9JL97,ORD-NY2MANY8PO,C-NVA68BA,2025-12-16 17:16:00,Missing item,Web form,AT,SMB,High,AG-140,Returns,25,2025-12-16 17:26:00,2025-12-16 19:08:00,10,112,74,0,0,Resolved,0,-0.343,3,3
TCK-RC54P2F3,ORD-30BKX3RYQU,C-KH5TLKM,2025-12-16 18:48:00,Product info,Email,DE-South,SMB,Low,AG-123,Returns,18,2025-12-16 19:08:00,2025-12-16 20:47:00,20,119,45,1,1,Resolved,0,0.08,4,3
TCK-DPI3PP5K,ORD-Q9LTXMWP3U,C-0UZOFNL,2025-12-16 22:29:00,Damaged item,Email,DE-South,B2C,High,AG-101,Billing,27,2025-12-16 23:00:00,2025-12-17 00:09:00,31,100,53,0,0,Resolved,0,0.543,3,4
TCK-AAMDMIVV,ORD-HWRE7IFDW5,C-2OJAXUM,2025-12-16 23:13:00,Late status update,Email,AT,B2C,Medium,AG-119,Service-L2,22,2025-12-16 23:53:00,2025-12-17 02:37:00,40,204,96,0,1,Resolved,0,-0.362,3,3
TCK-J5OGOF5A,ORD-PNBH94P564,C-0USZV9G,2025-12-16 23:45:00,Damaged item,Phone,CH,Enterprise,Medium,AG-139,Returns,20,2025-12-16 23:56:00,2025-12-17 01:46:00,11,121,53,0,1,Resolved,0,-0.328,3,3
TCK-Z6W1WFJU,ORD-1PZMLGOUD7,C-A0M7KAY,2025-12-17 00:10:00,Late status update,Chat,DE-West,SMB,High,AG-139,Service-L1,27,2025-12-17 00:39:00,2025-12-17 02:30:00,29,140,59,0,0,Resolved,0,-0.105,3,3
TCK-LN244YGF,ORD-UHMDFZI4L4,C-KJOAPNA,2025-12-17 08:31:00,Return request,Phone,DE-South,SMB,Low,AG-139,TechSupport,26,2025-12-17 09:00:00,2025-12-17 11:31:00,29,180,80,0,1,Resolved,0,0.572,3,4
TCK-Q1LDW3IY,ORD-6EERM89Q2W,C-G8GCQAR,2025-12-17 09:37:00,Product info,WhatsApp,DE-West,B2C,Low,AG-129,Service-L1,19,2025-12-17 09:45:00,2025-12-17 11:09:00,8,92,74,0,1,Resolved,0,-0.384,3,3
TCK-3N0BH8YY,ORD-RRHGXYJXEW,C-GSLTERW,2025-12-18 01:54:00,Address change,Email,DE-West,B2C,Low,AG-124,Service-L2,20,2025-12-18 02:48:00,2025-12-18 04:44:00,54,170,59,0,1,Resolved,0,0.212,3,4
TCK-LG3DWFXE,ORD-H9JQX9TEYY,C-VN3CTT7,2025-12-18 07:10:00,Account access,Email,AT,SMB,Low,AG-126,Service-L1,13,2025-12-18 07:33:00,2025-12-18 09:02:00,23,112,51,1,1,Resolved,0,-0.32,4,3
TCK-76USGLHH,ORD-WL1U3D4SWI,C-ZOZVFK1,2025-12-18 11:03:00,Wrong item,Web form,DE-North,B2C,Low,AG-137,Service-L2,29,2025-12-18 11:16:00,2025-12-18 12:35:00,13,92,52,0,1,Resolved,0,0.24,3,4
TCK-PWSSYQTR,ORD-7Z57JU74EE,C-PCICY26,2025-12-18 15:21:00,Billing dispute,Email,DE-South,B2C,Medium,AG-154,Service-L1,12,2025-12-18 15:51:00,2025-12-18 17:12:00,30,111,39,0,1,Resolved,0,-0.656,3,3
TCK-WUKD8NEX,ORD-TLL4MP8MOF,C-XXQOI2Q,2025-12-18 15:46:00,Billing dispute,Email,DE-North,SMB,High,AG-139,TechSupport,17,2025-12-18 16:19:00,2025-12-18 17:26:00,33,100,30,0,0,Resolved,0,-0.343,3,3
TCK-6V5F2EEE,ORD-NOX7PUONJA,C-J02YPOG,2025-12-18 17:48:00,Late status update,Email,AT,Enterprise,High,AG-116,Service-L2,17,2025-12-18 18:03:00,2025-12-18 20:04:00,15,136,48,1,1,Resolved,0,-0.18,4,3
TCK-53X985DO,ORD-FWSDCQWOQW,C-ZZOG5BH,2025-12-18 20:46:00,Missing item,Phone,DE-North,SMB,High,AG-123,Service-L1,18,2025-12-18 21:00:00,2025-12-18 22:51:00,14,125,82,0,1,Resolved,0,-0.466,3,3
TCK-850TBHXE,ORD-XMN340QT97,C-VC6BEXH,2025-12-19 08:23:00,Return request,Web form,AT,SMB,Low,AG-135,Service-L1,19,2025-12-19 09:04:00,2025-12-19 11:16:00,41,173,72,0,1,Resolved,0,-0.148,3,3
TCK-URIYX8M1,ORD-WUBLPBD3EU,C-ISOJQK8,2025-12-19 10:48:00,Late status update,Chat,AT,Enterprise,Low,AG-126,Returns,30,2025-12-19 11:10:00,2025-12-19 12:27:00,22,99,19,0,1,Resolved,1,-0.375,4,3
TCK-R4JKOXF9,ORD-S0OANUD9VQ,C-BIMXGRJ,2025-12-19 11:52:00,Delivery instruction,Email,CH,B2C,Low,AG-122,Service-L1,17,2025-12-19 12:28:00,2025-12-19 13:49:00,36,117,43,0,1,Resolved,0,0.147,3,4
TCK-LGZPA8E5,ORD-9T1AH2ZEJC,C-2XMUSJT,2025-12-19 15:53:00,Damaged item,Email,DE-North,B2C,Medium,AG-103,Service-L1,15,2025-12-19 16:19:00,2025-12-19 19:26:00,26,213,142,0,1,Resolved,0,0.219,3,4
TCK-A1VNAPIV,ORD-9HCZDIP9LL,C-RFOZL2G,2025-12-19 17:42:00,Damaged item,Chat,CH,B2C,Low,AG-129,Service-L1,28,2025-12-19 18:07:00,2025-12-19 19:33:00,25,111,48,0,1,Resolved,0,0.317,3,4
TCK-V8X8UHSR,ORD-MNSVIJSSPX,C-GTJ1Z2S,2025-12-19 20:15:00,Wrong item,WhatsApp,DE-South,B2C,Low,AG-102,Service-L1,25,2025-12-19 20:37:00,2025-12-19 21:50:00,22,95,48,0,1,Resolved,0,-0.228,3,3
TCK-I07MVHQU,ORD-KVTBEOFTVW,C-5V1E57V,2025-12-19 23:20:00,Product info,Email,DE-North,B2C,Low,AG-144,Service-L2,24,2025-12-19 23:53:00,2025-12-20 01:17:00,33,117,39,0,1,Resolved,0,0.142,3,4
TCK-YTWDMI4A,ORD-Q52ZKIZK0M,C-1U39N9A,2025-12-20 03:16:00,Address change,Email,DE-West,B2C,Critical,AG-120,Service-L1,17,2025-12-20 03:35:00,2025-12-20 05:01:00,19,105,48,0,1,Resolved,0,-0.033,3,3
TCK-71T2UEJD,ORD-5LOTDZ225L,C-F1YNMF3,2025-12-20 09:53:00,Late status update,WhatsApp,DE-North,B2C,Low,AG-146,Returns,19,2025-12-20 10:07:00,2025-12-20 11:48:00,14,115,54,0,1,Resolved,0,-0.576,3,3
TCK-9P2K730I,ORD-D7TW5FZQ2Q,C-H8K03IZ,2025-12-20 10:25:00,Address change,Web form,DE-West,SMB,High,AG-122,Service-L1,28,2025-12-20 10:50:00,2025-12-20 11:31:00,25,66,22,0,1,Resolved,1,-0.388,4,3
TCK-6F0DGYDM,ORD-7Z59BI2YBS,C-IPDA9L5,2025-12-20 12:07:00,Damaged item,Chat,DE-East,B2C,Low,AG-143,Service-L2,23,2025-12-20 12:50:00,2025-12-20 14:33:00,43,146,64,0,0,Resolved,1,0.414,4,3
TCK-EL0UEIRA,ORD-BQE6E02LT9,C-WN9J8LP,2025-12-20 14:52:00,Product info,Chat,DE-South,B2C,Low,AG-151,Service-L2,20,2025-12-20 15:20:00,2025-12-20 16:30:00,28,98,32,0,1,Resolved,0,-0.015,3,3
TCK-8HM33PBR,ORD-N7GN6BO31B,C-BC7J06M,2025-12-20 16:21:00,Product info,Chat,DE-East,SMB,Low,AG-122,Service-L2,26,2025-12-20 16:45:00,2025-12-20 17:24:00,24,63,25,0,0,Resolved,1,0.413,4,3
TCK-U5M3PH32,ORD-WQJ4XY3A24,C-FB5JT7G,2025-12-20 16:33:00,Product info,Email,DE-South,B2C,Low,AG-148,Returns,19,2025-12-20 16:54:00,2025-12-20 18:20:00,21,107,49,0,1,Resolved,0,-0.317,3,3
TCK-AWTZLRR0,ORD-CSJVJHI6N5,C-0JTA7WE,2025-12-20 17:34:00,Damaged item,Chat,DE-South,B2C,High,AG-145,Returns,31,2025-12-20 17:40:00,2025-12-20 19:36:00,6,122,74,0,1,Resolved,0,-0.061,3,3
